assay_description,canonical_smiles,document_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value,SMILES,year
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CCOc1ccc2cc(-c3nn(C)c4ncnc(N)c34)ccc2c1,CHEMBL1240340,=,=,IC50,nM,2700.0,IC50,uM,2.7,CCOc1ccc2cc(-c3nn(C)c4ncnc(N)c34)ccc2c1,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3cc(O)ccc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,587.0,IC50,uM,0.587,CC(C)n1nc(-c2ccc3cc(O)ccc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2cc3ccccc3nc2Cl)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,100000.0,IC50,uM,100.0,CC(C)n1nc(-c2cc3ccccc3nc2Cl)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2cnc3ccccc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,2700.0,IC50,uM,2.7,CC(C)n1nc(-c2cnc3ccccc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Nc1ncnc2c1c(-c1cnc3ccccc3c1)nn2C1CCCC1,CHEMBL1240340,=,=,IC50,nM,1300.0,IC50,uM,1.3,Nc1ncnc2c1c(-c1cnc3ccccc3c1)nn2C1CCCC1,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Cn1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,220.0,IC50,uM,0.22,Cn1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Cn1nc(-c2cccc(-c3ccccc3)c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,100000.0,IC50,uM,100.0,Cn1nc(-c2cccc(-c3ccccc3)c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Nc1ncnc2[nH]nc(-c3ccc(-c4ccccc4)cc3)c12,CHEMBL1240340,=,=,IC50,nM,100000.0,IC50,uM,100.0,Nc1ncnc2[nH]nc(-c3ccc(-c4ccccc4)cc3)c12,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Nc1ncnc2[nH]nc(C3CCc4ccccc4C3)c12,CHEMBL1240340,=,=,IC50,nM,50000.0,IC50,uM,50.0,Nc1ncnc2[nH]nc(C3CCc4ccccc4C3)c12,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Nc1ncnc2[nH]nc(-c3ccc4ccccc4c3)c12,CHEMBL1240340,=,=,IC50,nM,970.0,IC50,uM,0.97,Nc1ncnc2[nH]nc(-c3ccc4ccccc4c3)c12,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CCn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,CHEMBL1240340,,,IC50,,,IC50,,,CCn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,C=CCn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,3600.0,IC50,uM,3.6,C=CCn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,4500.0,IC50,uM,4.5,CC(C)n1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)(C)n1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,100000.0,IC50,uM,100.0,CC(C)(C)n1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2C1CCCC1,CHEMBL1240340,=,=,IC50,nM,6800.0,IC50,uM,6.8,Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2C1CCCC1,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2Cc1ccccc1,CHEMBL1240340,=,=,IC50,nM,17000.0,IC50,uM,17.0,Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2Cc1ccccc1,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Nc1ncnc2c1c(-c1ccc3ncccc3c1)nn2C1CCCC1,CHEMBL1240340,=,=,IC50,nM,590.0,IC50,uM,0.59,Nc1ncnc2c1c(-c1ccc3ncccc3c1)nn2C1CCCC1,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Cc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2n1,CHEMBL1240340,=,=,IC50,nM,461.0,IC50,uM,0.461,Cc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2n1,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3nc(Cl)ccc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,184.0,IC50,uM,0.184,CC(C)n1nc(-c2ccc3nc(Cl)ccc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3nccnc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,95.0,IC50,uM,0.095,CC(C)n1nc(-c2ccc3nccnc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2cnc3nccnc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,100000.0,IC50,uM,100.0,CC(C)n1nc(-c2cnc3nccnc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3nc[nH]c(=O)c3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,89.0,IC50,uM,0.089,CC(C)n1nc(-c2ccc3nc[nH]c(=O)c3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3[nH]c(=O)ccc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,100000.0,IC50,uM,100.0,CC(C)n1nc(-c2ccc3[nH]c(=O)ccc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Nc1ncnc2c1c(-c1ccc3[nH]c(=O)ccc3c1)nn2C1CCCC1,CHEMBL1240340,=,=,IC50,nM,100000.0,IC50,uM,100.0,Nc1ncnc2c1c(-c1ccc3[nH]c(=O)ccc3c1)nn2C1CCCC1,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3nc(N)ccc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,242.0,IC50,uM,0.242,CC(C)n1nc(-c2ccc3nc(N)ccc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3nc(NN)ccc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,586.0,IC50,uM,0.586,CC(C)n1nc(-c2ccc3nc(NN)ccc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3nccc(NC(=O)OC(C)(C)C)c3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,7300.0,IC50,uM,7.3,CC(C)n1nc(-c2ccc3nccc(NC(=O)OC(C)(C)C)c3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3nccc(N)c3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,6900.0,IC50,uM,6.9,CC(C)n1nc(-c2ccc3nccc(N)c3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Cn1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,3000.0,IC50,uM,3.0,Cn1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,3000.0,IC50,uM,3.0,CC(C)n1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Nc1ncnc2c1c(-c1ccc3occc(=O)c3c1)nn2C1CCCC1,CHEMBL1240340,=,=,IC50,nM,60.0,IC50,uM,0.06,Nc1ncnc2c1c(-c1ccc3occc(=O)c3c1)nn2C1CCCC1,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3cnccc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,100000.0,IC50,uM,100.0,CC(C)n1nc(-c2ccc3cnccc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3ccncc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,167.0,IC50,uM,0.167,CC(C)n1nc(-c2ccc3ccncc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Cc1ccc2ccc(-c3nn(C(C)C)c4ncnc(N)c34)cc2n1,CHEMBL1240340,=,=,IC50,nM,228.0,IC50,uM,0.228,Cc1ccc2ccc(-c3nn(C(C)C)c4ncnc(N)c34)cc2n1,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Cn1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,640.0,IC50,uM,0.64,Cn1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,1300.0,IC50,uM,1.3,CC(C)n1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3[nH]ccc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,123.0,IC50,uM,0.123,CC(C)n1nc(-c2ccc3[nH]ccc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Nc1ncnc2c1c(-c1ccc3[nH]ccc3c1)nn2C1CCCC1,CHEMBL1240340,=,=,IC50,nM,435.0,IC50,uM,0.435,Nc1ncnc2c1c(-c1ccc3[nH]ccc3c1)nn2C1CCCC1,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3c(ccn3C)c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,627.0,IC50,uM,0.627,CC(C)n1nc(-c2ccc3c(ccn3C)c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Cn1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21,CHEMBL1240340,=,=,IC50,nM,31000.0,IC50,uM,31.0,Cn1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3[nH]ncc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,113.0,IC50,uM,0.113,CC(C)n1nc(-c2ccc3[nH]ncc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Nc1ncnc2c1c(-c1ccc3[nH]ncc3c1)nn2C1CCCC1,CHEMBL1240340,=,=,IC50,nM,90.0,IC50,uM,0.09,Nc1ncnc2c1c(-c1ccc3[nH]ncc3c1)nn2C1CCCC1,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3c(N)n[nH]c3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,101.0,IC50,uM,0.101,CC(C)n1nc(-c2ccc3c(N)n[nH]c3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3cn[nH]c3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,330.0,IC50,uM,0.33,CC(C)n1nc(-c2ccc3cn[nH]c3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Nc1ncnc2c1c(-c1ccc3cn[nH]c3c1)nn2C1CCCC1,CHEMBL1240340,=,=,IC50,nM,830.0,IC50,uM,0.83,Nc1ncnc2c1c(-c1ccc3cn[nH]c3c1)nn2C1CCCC1,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2cc(F)c3cn[nH]c3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,625.0,IC50,uM,0.625,CC(C)n1nc(-c2cc(F)c3cn[nH]c3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Cn1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,1800.0,IC50,uM,1.8,Cn1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,2000.0,IC50,uM,2.0,CC(C)n1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Nc1ncnc2c1c(-c1ccc3cc[nH]c3c1)nn2C1CCCC1,CHEMBL1240340,=,=,IC50,nM,1500.0,IC50,uM,1.5,Nc1ncnc2c1c(-c1ccc3cc[nH]c3c1)nn2C1CCCC1,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccn3ccnc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,100000.0,IC50,uM,100.0,CC(C)n1nc(-c2ccn3ccnc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3c(C=O)c[nH]c3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,140.0,IC50,uM,0.14,CC(C)n1nc(-c2ccc3c(C=O)c[nH]c3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2cccc3[nH]ccc23)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,1022.0,IC50,uM,1.022,CC(C)n1nc(-c2cccc3[nH]ccc23)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Nc1ncnc2c1c(-c1cccc3[nH]ccc13)nn2C1CCCC1,CHEMBL1240340,=,=,IC50,nM,1140.0,IC50,uM,1.14,Nc1ncnc2c1c(-c1cccc3[nH]ccc13)nn2C1CCCC1,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,799.0,IC50,uM,0.799,CC(C)n1nc(-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)(C)OC(=O)n1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21,CHEMBL1240340,=,=,IC50,nM,873.0,IC50,uM,0.873,CC(C)(C)OC(=O)n1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3occc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,347.0,IC50,uM,0.347,CC(C)n1nc(-c2ccc3occc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Nc1ncnc2c1c(-c1ccc3occc3c1)nn2C1CCCC1,CHEMBL1240340,=,=,IC50,nM,239.0,IC50,uM,0.239,Nc1ncnc2c1c(-c1ccc3occc3c1)nn2C1CCCC1,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3nonc3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,5900.0,IC50,uM,5.9,CC(C)n1nc(-c2ccc3nonc3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3[nH]c(=O)[nH]c3c2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,22000.0,IC50,uM,22.0,CC(C)n1nc(-c2ccc3[nH]c(=O)[nH]c3c2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3c(c2)CCO3)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,430.0,IC50,uM,0.43,CC(C)n1nc(-c2ccc3c(c2)CCO3)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Nc1ncnc2[nH]nc(-c3ccc4c(c3)OCO4)c12,CHEMBL1240340,=,=,IC50,nM,4000.0,IC50,uM,4.0,Nc1ncnc2[nH]nc(-c3ccc4c(c3)OCO4)c12,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3c(c2)OCCO3)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,1100.0,IC50,uM,1.1,CC(C)n1nc(-c2ccc3c(c2)OCCO3)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Cn1nc(-c2cc3ccccc3s2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,1600.0,IC50,uM,1.6,Cn1nc(-c2cc3ccccc3s2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2cc3cc(C=O)ccc3s2)c2c(N)ncnc21,CHEMBL1240340,=,=,IC50,nM,2400.0,IC50,uM,2.4,CC(C)n1nc(-c2cc3cc(C=O)ccc3s2)c2c(N)ncnc21,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL1240340,>,>,IC50,nM,50000.0,IC50,uM,50.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CHEMBL1240340,>,>,IC50,nM,50000.0,IC50,uM,50.0,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,2008
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CHEMBL1240340,=,=,IC50,nM,13000.0,IC50,uM,13.0,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,2008
Binding affinity to PIK3CG,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,CHEMBL1240346,=,=,Kd,nM,350.0,Kd,nM,350.0,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,2009
Inhibition of recombinant PI3Kgamma by radioactive phosphotransfer assay in presence of 10 uM ATP,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CHEMBL1240340,>,>,IC50,nM,50000.0,IC50,uM,50.0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,2008
Binding affinity to PIK3CG,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,CHEMBL1240346,>,>,Kd,nM,10000.0,Kd,uM,10.0,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,2009
Binding affinity to PIK3CG,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,CHEMBL1240346,>,>,Kd,nM,10000.0,Kd,uM,10.0,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,2009
Binding affinity to PIK3CG,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CHEMBL1240346,>,>,Kd,nM,10000.0,Kd,uM,10.0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,2009
Binding affinity to PIK3CG,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CHEMBL1240346,>,>,Kd,nM,10000.0,Kd,uM,10.0,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,2009
Binding affinity to PIK3CG,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL1240346,>,>,Kd,nM,10000.0,Kd,uM,10.0,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,2009
Binding affinity to PIK3CG,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,CHEMBL1240346,>,>,Kd,nM,10000.0,Kd,uM,10.0,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,2009
Inhibition of PI3K-gamma,O=C(Nc1ccccc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,CHEMBL1255533,=,=,IC50,nM,51.0,IC50,nM,51.0,O=C(Nc1ccccc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,2010
Inhibition of PI3K-gamma,O=C(Nc1ccc(F)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,CHEMBL1255533,=,=,IC50,nM,154.0,IC50,nM,154.0,O=C(Nc1ccc(F)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,2010
Inhibition of PI3K-gamma,Cc1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4C5CCC4COC5)n3)cc2)cc1,CHEMBL1255533,=,=,IC50,nM,122.0,IC50,nM,122.0,Cc1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4C5CCC4COC5)n3)cc2)cc1,2010
Inhibition of PI3K-gamma,N#Cc1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4C5CCC4COC5)n3)cc2)cc1,CHEMBL1255533,=,=,IC50,nM,290.0,IC50,nM,290.0,N#Cc1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4C5CCC4COC5)n3)cc2)cc1,2010
Inhibition of PI3K-gamma,COc1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4C5CCC4COC5)n3)cc2)cc1OC,CHEMBL1255533,=,=,IC50,nM,358.0,IC50,nM,358.0,COc1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4C5CCC4COC5)n3)cc2)cc1OC,2010
Inhibition of PI3K-gamma,O=C(Nc1ccc(CO)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,CHEMBL1255533,=,=,IC50,nM,98.0,IC50,nM,98.0,O=C(Nc1ccc(CO)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,2010
