assay_description,canonical_smiles,document_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value,SMILES,year
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N[C@@H]1CCN(c2ccc3nncn3n2)C1,CHEMBL4425119,=,=,IC50,nM,166.0,IC50,nM,166.0,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N[C@@H]1CCN(c2ccc3nncn3n2)C1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N[C@H]1CCN(c2ccc(C(F)(F)F)nc2)C1,CHEMBL4425119,=,=,IC50,nM,117.0,IC50,nM,117.0,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N[C@H]1CCN(c2ccc(C(F)(F)F)nc2)C1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N[C@H]1CCN(c2ccncn2)C1,CHEMBL4425119,=,=,IC50,nM,60.3,IC50,nM,60.3,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N[C@H]1CCN(c2ccncn2)C1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,Nc1nccc(N2CC[C@H](NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)C2)n1,CHEMBL4425119,=,=,IC50,nM,42.3,IC50,nM,42.3,Nc1nccc(N2CC[C@H](NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)C2)n1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)C2)n1,CHEMBL4425119,=,=,IC50,nM,10.1,IC50,nM,10.1,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)C2)n1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,CCNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)C2)n1,CHEMBL4425119,=,=,IC50,nM,8.9,IC50,nM,8.9,CCNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)C2)n1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N[C@H]1CCN(c2ccnc(NC3CC3)n2)C1,CHEMBL4425119,=,=,IC50,nM,20.3,IC50,nM,20.3,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N[C@H]1CCN(c2ccnc(NC3CC3)n2)C1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(C)c(Cl)c3)C2)n1,CHEMBL4425119,=,=,IC50,nM,18.4,IC50,nM,18.4,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(C)c(Cl)c3)C2)n1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,CNc1nccc(N2CC[C@H](NC(=O)Nc3cccc(C#N)c3)C2)n1,CHEMBL4425119,=,=,IC50,nM,3478.0,IC50,nM,3478.0,CNc1nccc(N2CC[C@H](NC(=O)Nc3cccc(C#N)c3)C2)n1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(OC(F)F)cc3)C2)n1,CHEMBL4425119,=,=,IC50,nM,143.0,IC50,nM,143.0,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(OC(F)F)cc3)C2)n1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(OC)cc3)C2)n1,CHEMBL4425119,=,=,IC50,nM,7157.0,IC50,nM,7157.0,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(OC)cc3)C2)n1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,CNc1nccc(N2CC[C@H](NC(=O)Nc3cccc(OC)c3)C2)n1,CHEMBL4425119,=,=,IC50,nM,3619.0,IC50,nM,3619.0,CNc1nccc(N2CC[C@H](NC(=O)Nc3cccc(OC)c3)C2)n1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,CNc1nccc(N2CC[C@H](NC(=O)Nc3cc(OC)cc(OC)c3)C2)n1,CHEMBL4425119,=,=,IC50,nM,5012.0,IC50,nM,5012.0,CNc1nccc(N2CC[C@H](NC(=O)Nc3cc(OC)cc(OC)c3)C2)n1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(OC(F)(F)F)cc3)C2)n1,CHEMBL4425119,=,=,IC50,nM,44.1,IC50,nM,44.1,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(OC(F)(F)F)cc3)C2)n1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)C2)n1,CHEMBL4425119,=,=,IC50,nM,20.5,IC50,nM,20.5,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)C2)n1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(CN4CCOCC4)c(C(F)(F)F)c3)C2)n1,CHEMBL4425119,=,=,IC50,nM,17.4,IC50,nM,17.4,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(CN4CCOCC4)c(C(F)(F)F)c3)C2)n1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,CCN1CCN(Cc2ccc(NC(=O)N[C@H]3CCN(c4ccnc(NC)n4)C3)cc2C(F)(F)F)CC1,CHEMBL4425119,=,=,IC50,nM,14.7,IC50,nM,14.7,CCN1CCN(Cc2ccc(NC(=O)N[C@H]3CCN(c4ccnc(NC)n4)C3)cc2C(F)(F)F)CC1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(CN(C)C)c(C(F)(F)F)c3)C2)n1,CHEMBL4425119,=,=,IC50,nM,40.1,IC50,nM,40.1,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(CN(C)C)c(C(F)(F)F)c3)C2)n1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(CN4CCCC4)c(C(F)(F)F)c3)C2)n1,CHEMBL4425119,=,=,IC50,nM,157.0,IC50,nM,157.0,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(CN4CCCC4)c(C(F)(F)F)c3)C2)n1,2016.0
Displacement of tracer236 from full-length His-tagged CDK8/cyclin C (unknown origin) incubated for 1 hr by TR-FRET analysis,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(CN4CCC4)c(C(F)(F)F)c3)C2)n1,CHEMBL4425119,=,=,IC50,nM,99.9,IC50,nM,99.9,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(CN4CCC4)c(C(F)(F)F)c3)C2)n1,2016.0
Inhibition of full-length human recombinant His-tagged CDK8/cyclin C at 1 uM,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(C)c(Cl)c3)C2)n1,CHEMBL4425119,>,>,Inhibition,%,30.0,INH,%,30.0,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(C)c(Cl)c3)C2)n1,2016.0
Inhibition of full-length human recombinant His-tagged CDK8/cyclin C at 0.1 uM,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CHEMBL4425119,>,>,Inhibition,%,50.0,INH,%,50.0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,2016.0
Inhibition of full-length human recombinant His-tagged CDK8/cyclin C at 0.1 uM,CNc1ncc(Oc2cccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c2)c(N)n1,CHEMBL4425119,>,>,Inhibition,%,50.0,INH,%,50.0,CNc1ncc(Oc2cccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c2)c(N)n1,2016.0
Inhibition of kinase tracer 236 binding to recombinant human full-length His-tagged CDK8/cyclin C expressed in baculovirus expression system measured after 1 hr by LanthaScreen Eu Kinase Binding Assay,C=CC(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,CHEMBL4610118,=,=,IC50,nM,4490.0,IC50,nM,4490.0,C=CC(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,2020.0
Binding affinity to CDK8/cyclin C (unknown origin),Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCCCNC(=O)OC(C)(C)C)cc1,CHEMBL4613207,=,=,Kd,nM,10.0,Kd,uM,0.01,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCCCNC(=O)OC(C)(C)C)cc1,2019.0
Inhibition of tracer 236 binding to recombinant human His-tagged full length CDK8/Cyclin C expressed in baculovirus expression system at 0.1 uM incubated for 60 mins by Lanthascreen assay relative to control,O=C(Nc1c[nH]nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,CHEMBL4665643,=,=,Inhibition,%,38.0,INH,%,38.0,O=C(Nc1c[nH]nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,2019.0
Inhibition of tracer 236 binding to recombinant human His-tagged full length CDK8/Cyclin C expressed in baculovirus expression system at 0.1 uM incubated for 60 mins by Lanthascreen assay relative to control,Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1,CHEMBL4665643,=,=,Inhibition,%,14.0,INH,%,14.0,Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1,2019.0
Inhibition of tracer 236 binding to recombinant human His-tagged full length CDK8/Cyclin C expressed in baculovirus expression system at 0.1 uM incubated for 60 mins by Lanthascreen assay relative to control,O=C(Nc1c[nH]nc1-c1cc2ccccc2cc1OC(F)F)c1cnn2cccnc12,CHEMBL4665643,=,=,Inhibition,%,24.0,INH,%,24.0,O=C(Nc1c[nH]nc1-c1cc2ccccc2cc1OC(F)F)c1cnn2cccnc12,2019.0
Inhibition of tracer 236 binding to recombinant human His-tagged full length CDK8/Cyclin C expressed in baculovirus expression system at 10 uM incubated for 60 mins by Lanthascreen assay relative to control,CN1C(=O)[C@@H](NC(=O)c2n[nH]c3ncc(C(F)(F)C(F)(F)F)cc23)COc2ccccc21,CHEMBL4665648,=,=,Inhibition,%,14.0,INH,%,14.0,CN1C(=O)[C@@H](NC(=O)c2n[nH]c3ncc(C(F)(F)C(F)(F)F)cc23)COc2ccccc21,2019.0
Inhibition of N-terminal His6-tagged thrombin cleavage site-fused human CDK8 (M1 to Y463 residues)/cyclin D3 (M1 to S283 residues) expressed in baculovirus infected Sf9 insect cells,CN1CC[C@@H](c2c(OP(=O)(O)O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4Cl)oc23)[C@@H]1CO,CHEMBL4699469,=,=,IC50,nM,12.0,IC50,nM,12.0,CN1CC[C@@H](c2c(OP(=O)(O)O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4Cl)oc23)[C@@H]1CO,2020.0
Inhibition of CDK8/cyclin C (unknown origin) at 0.1 uM relative to control,CC(=O)N1CCN([C@H]2CC[C@@H](Nc3ncnn4ccc(C(C)C)c34)CC2)CC1,CHEMBL4725370,=,=,Inhibition,%,39.0,INH,%,39.0,CC(=O)N1CCN([C@H]2CC[C@@H](Nc3ncnn4ccc(C(C)C)c34)CC2)CC1,2020.0
Inhibition of CDK8/cyclin C (unknown origin) at 0.1 uM relative to control,CC(C)c1ccn2ncnc(N[C@H]3CC[C@@H](N4CCN(C(=O)CCC(=O)N5CCC(CCN6CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)CC5)CC4)CC3)c12,CHEMBL4725370,=,=,Inhibition,%,69.0,INH,%,69.0,CC(C)c1ccn2ncnc(N[C@H]3CC[C@@H](N4CCN(C(=O)CCC(=O)N5CCC(CCN6CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)CC5)CC4)CC3)c12,2020.0
Inhibition of CDK8/cyclin C (unknown origin),CC(C)c1ccn2ncnc(N[C@H]3CC[C@@H](N4CCN(C(=O)CCC(=O)N5CCC(CCN6CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)CC5)CC4)CC3)c12,CHEMBL4725370,=,=,IC50,nM,36.0,IC50,nM,36.0,CC(C)c1ccn2ncnc(N[C@H]3CC[C@@H](N4CCN(C(=O)CCC(=O)N5CCC(CCN6CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)CC5)CC4)CC3)c12,2020.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,Cn1cc(-c2ccc(-c3cncc(Cl)c3-n3ccc(C(=O)O)c3)cc2)cn1,CHEMBL4732199,=,=,Ki,nM,4190.0,Ki,uM,4.19,Cn1cc(-c2ccc(-c3cncc(Cl)c3-n3ccc(C(=O)O)c3)cc2)cn1,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,Cn1cc(-c2ccc(-c3cncc(Cl)c3-n3ccc(C(N)=O)c3)cc2)cn1,CHEMBL4732199,=,=,Ki,nM,1090.0,Ki,uM,1.09,Cn1cc(-c2ccc(-c3cncc(Cl)c3-n3ccc(C(N)=O)c3)cc2)cn1,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,CNC(=O)c1ccn(-c2c(Cl)cncc2-c2ccc(-c3cnn(C)c3)cc2)c1,CHEMBL4732199,=,=,Ki,nM,2030.0,Ki,uM,2.03,CNC(=O)c1ccn(-c2c(Cl)cncc2-c2ccc(-c3cnn(C)c3)cc2)c1,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cnn(-c3ccccc3)c1)CC2,CHEMBL4732199,=,=,Ki,nM,42.0,Ki,uM,0.042,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cnn(-c3ccccc3)c1)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cnn(Cc3ccccc3)c1)CC2,CHEMBL4732199,=,=,Ki,nM,346.0,Ki,uM,0.34600000000000003,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cnn(Cc3ccccc3)c1)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cnn(N3CCOCC3)c1)CC2,CHEMBL4732199,=,=,Ki,nM,124.0,Ki,uM,0.124,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cnn(N3CCOCC3)c1)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,CC(C)(C)OC(=O)N1CCC(n2cc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cn2)CC1,CHEMBL4732199,=,=,Ki,nM,700.0,Ki,uM,0.7,CC(C)(C)OC(=O)N1CCC(n2cc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cn2)CC1,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,Cn1cc(-c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc2)cn1,CHEMBL4732199,=,=,Ki,nM,9.0,Ki,uM,0.009000000000000001,Cn1cc(-c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc2)cn1,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,Cn1ncc2cc(Nc3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)ccc21,CHEMBL4732199,=,=,Ki,nM,670.0,Ki,uM,0.67,Cn1ncc2cc(Nc3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)ccc21,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,Cn1ncc2c(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cccc21,CHEMBL4732199,=,=,Ki,nM,458.0,Ki,uM,0.45799999999999996,Cn1ncc2c(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cccc21,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,Cn1cc2c(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cccc2n1,CHEMBL4732199,=,=,Ki,nM,52.0,Ki,uM,0.052000000000000005,Cn1cc2c(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cccc2n1,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cccc3[nH]ccc13)CC2,CHEMBL4732199,=,=,Ki,nM,19.0,Ki,uM,0.019,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cccc3[nH]ccc13)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cncc3ccccc13)CC2,CHEMBL4732199,=,=,Ki,nM,66.0,Ki,uM,0.066,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cncc3ccccc13)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1ccnc3ccccc13)CC2,CHEMBL4732199,=,=,Ki,nM,138.0,Ki,uM,0.138,O=C1NCCC12CCN(c1c(Cl)cncc1-c1ccnc3ccccc13)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cccc3ncccc13)CC2,CHEMBL4732199,=,=,Ki,nM,22.0,Ki,uM,0.022000000000000002,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cccc3ncccc13)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cccc3cnccc13)CC2,CHEMBL4732199,=,=,Ki,nM,52.0,Ki,uM,0.052000000000000005,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cccc3cnccc13)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cccc3ccncc13)CC2,CHEMBL4732199,=,=,Ki,nM,3140.0,Ki,uM,3.14,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cccc3ccncc13)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cccc3cccnc13)CC2,CHEMBL4732199,=,=,Ki,nM,114.0,Ki,uM,0.114,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cccc3cccnc13)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cccc3ccccc13)CC2,CHEMBL4732199,=,=,Ki,nM,16.0,Ki,uM,0.016,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cccc3ccccc13)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,Cc1ccc(-c2cncc(Cl)c2N2CCC3(CCNC3=O)CC2)c2ccccc12,CHEMBL4732199,=,=,Ki,nM,22.0,Ki,uM,0.022000000000000002,Cc1ccc(-c2cncc(Cl)c2N2CCC3(CCNC3=O)CC2)c2ccccc12,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,COc1ccc(-c2cncc(Cl)c2N2CCC3(CCNC3=O)CC2)c2ccccc12,CHEMBL4732199,=,=,Ki,nM,26.0,Ki,uM,0.026000000000000002,COc1ccc(-c2cncc(Cl)c2N2CCC3(CCNC3=O)CC2)c2ccccc12,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cccc3c1oc1ccccc13)CC2,CHEMBL4732199,=,=,Ki,nM,16.0,Ki,uM,0.016,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cccc3c1oc1ccccc13)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cccc3c1sc1ccccc13)CC2,CHEMBL4732199,=,=,Ki,nM,24.0,Ki,uM,0.024,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cccc3c1sc1ccccc13)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cc3ccccc3[nH]1)CC2,CHEMBL4732199,=,=,Ki,nM,156.0,Ki,uM,0.156,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cc3ccccc3[nH]1)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,Cn1c(-c2cncc(Cl)c2N2CCC3(CCNC3=O)CC2)cc2ccccc21,CHEMBL4732199,=,=,Ki,nM,79.0,Ki,uM,0.079,Cn1c(-c2cncc(Cl)c2N2CCC3(CCNC3=O)CC2)cc2ccccc21,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cn(Cc3ccccc3)c3ccccc13)CC2,CHEMBL4732199,=,=,Ki,nM,58.0,Ki,uM,0.057999999999999996,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cn(Cc3ccccc3)c3ccccc13)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cn(S(=O)(=O)c3ccccc3)c3ccccc13)CC2,CHEMBL4732199,=,=,Ki,nM,645.0,Ki,uM,0.645,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cn(S(=O)(=O)c3ccccc3)c3ccccc13)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1c[nH]c3ccccc13)CC2,CHEMBL4732199,=,=,Ki,nM,56.0,Ki,uM,0.055999999999999994,O=C1NCCC12CCN(c1c(Cl)cncc1-c1c[nH]c3ccccc13)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cn(S(=O)(=O)c3ccccc3)c3ncccc13)CC2,CHEMBL4732199,=,=,Ki,nM,50.0,Ki,uM,0.05,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cn(S(=O)(=O)c3ccccc3)c3ncccc13)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1c[nH]c3ncccc13)CC2,CHEMBL4732199,=,=,Ki,nM,14.0,Ki,uM,0.013999999999999999,O=C1NCCC12CCN(c1c(Cl)cncc1-c1c[nH]c3ncccc13)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cc3ccccc3o1)CC2,CHEMBL4732199,=,=,Ki,nM,14.0,Ki,uM,0.013999999999999999,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cc3ccccc3o1)CC2,2021.0
Inhibition of CDK8/cyclin C (unknown origin) using RBER-IRStide as substrate incubated for 60 mins in presence of [gamma33P]ATP by scintillation counting method,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cc3ccccc3s1)CC2,CHEMBL4732199,=,=,Ki,nM,48.0,Ki,uM,0.048,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cc3ccccc3s1)CC2,2021.0
