assay_description,canonical_smiles,document_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value,SMILES,year
Inhibition of CDK2,COc1ccc2c(c1Cl)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,54.0,IC50,nM,54.0,COc1ccc2c(c1Cl)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,Cc1ccc2c(c1Cl)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,13.0,IC50,nM,13.0,Cc1ccc2c(c1Cl)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3cc(CO)ccc32)cc1,CHEMBL1143196,=,=,IC50,nM,61.0,IC50,nM,61.0,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3cc(CO)ccc32)cc1,2008.0
Inhibition of CDK2,CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1,CHEMBL1143196,=,=,IC50,nM,75.0,IC50,nM,75.0,CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1,2008.0
Inhibition of CDK2,CCc1ccc2c(c1)NC(=O)/C2=N\Nc1ccc(S(N)(=O)=O)cc1,CHEMBL1143196,=,=,IC50,nM,21.0,IC50,nM,21.0,CCc1ccc2c(c1)NC(=O)/C2=N\Nc1ccc(S(N)(=O)=O)cc1,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cc(Br)ccc32)cc1,CHEMBL1143196,=,=,IC50,nM,43.0,IC50,nM,43.0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cc(Br)ccc32)cc1,2008.0
Inhibition of CDK2,COc1cccc(OC)c1CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,1.7,IC50,nM,1.7,COc1cccc(OC)c1CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,CC(C)(CO)CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,6.8,IC50,nM,6.8,CC(C)(CO)CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCc4cccnc4)cc32)cc1,CHEMBL1143196,=,=,IC50,nM,2.1,IC50,nM,2.1,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCc4cccnc4)cc32)cc1,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCc4ccncc4)cc32)cc1,CHEMBL1143196,=,=,IC50,nM,8.9,IC50,nM,8.9,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCc4ccncc4)cc32)cc1,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCCn4ccnc4)cc32)cc1,CHEMBL1143196,=,=,IC50,nM,25.0,IC50,nM,25.0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCCn4ccnc4)cc32)cc1,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCc4c[nH]cn4)cc32)cc1,CHEMBL1143196,=,=,IC50,nM,12.0,IC50,nM,12.0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCc4c[nH]cn4)cc32)cc1,2008.0
Inhibition of CDK2,CN(C)C(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,17.0,IC50,nM,17.0,CN(C)C(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,NC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,4.5,IC50,nM,4.5,NC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,CC(C)CC(=O)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,1.9,IC50,nM,1.9,CC(C)CC(=O)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,CC(C)COC(=O)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,3.0,IC50,nM,3.0,CC(C)COC(=O)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,COC(=O)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,2.1,IC50,nM,2.1,COC(=O)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)cc1,CHEMBL1143196,=,=,IC50,nM,28.0,IC50,nM,28.0,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)cc1,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(S(=O)(=O)O)cc32)cc1,CHEMBL1143196,=,=,IC50,nM,15.0,IC50,nM,15.0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(S(=O)(=O)O)cc32)cc1,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)cc1,CHEMBL1143196,=,=,IC50,nM,43.0,IC50,nM,43.0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)cc1,2008.0
Inhibition of CDK2,CS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,16.0,IC50,nM,16.0,CS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,CN(C)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,310.0,IC50,nM,310.0,CN(C)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,Nc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,74.0,IC50,nM,74.0,Nc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc([N+](=O)[O-])cc32)cc1,CHEMBL1143196,=,=,IC50,nM,15.0,IC50,nM,15.0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc([N+](=O)[O-])cc32)cc1,2008.0
Inhibition of CDK2,COc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,12.0,IC50,nM,12.0,COc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(O)cc32)cc1,CHEMBL1143196,=,=,IC50,nM,10.0,IC50,nM,10.0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(O)cc32)cc1,2008.0
Inhibition of CDK2,Cc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,46.0,IC50,nM,46.0,Cc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(I)cc32)cc1,CHEMBL1143196,=,=,IC50,nM,11.0,IC50,nM,11.0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(I)cc32)cc1,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(F)cc32)cc1,CHEMBL1143196,=,=,IC50,nM,34.0,IC50,nM,34.0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(F)cc32)cc1,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc([N+](=O)[O-])c32)cc1,CHEMBL1143196,=,=,IC50,nM,2400.0,IC50,nM,2400.0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc([N+](=O)[O-])c32)cc1,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3cccc(CO)c32)cc1,CHEMBL1143196,=,=,IC50,nM,54.0,IC50,nM,54.0,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3cccc(CO)c32)cc1,2008.0
Inhibition of CDK2,CCOC(=O)c1cccc2c1/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,8.9,IC50,nM,8.9,CCOC(=O)c1cccc2c1/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(-c4cc[nH]n4)c32)cc1,CHEMBL1143196,=,=,IC50,nM,19.0,IC50,nM,19.0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(-c4cc[nH]n4)c32)cc1,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(CCc4ccc(O)cc4)c32)cc1,CHEMBL1143196,=,=,IC50,nM,12.0,IC50,nM,12.0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(CCc4ccc(O)cc4)c32)cc1,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(/C=C/c4ccc(O)cc4)c32)cc1,CHEMBL1143196,=,=,IC50,nM,9.3,IC50,nM,9.3,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(/C=C/c4ccc(O)cc4)c32)cc1,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(OCCc4ccncc4)c32)cc1,CHEMBL1143196,=,=,IC50,nM,21.0,IC50,nM,21.0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(OCCc4ccncc4)c32)cc1,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(Oc4ccccc4)c32)cc1,CHEMBL1143196,=,=,IC50,nM,13.0,IC50,nM,13.0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(Oc4ccccc4)c32)cc1,2008.0
Inhibition of CDK2,CC(C)Oc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,3.4,IC50,nM,3.4,CC(C)Oc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,CCOc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,93.0,IC50,nM,93.0,CCOc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,CC(C)=Cc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,1.5,IC50,nM,1.5,CC(C)=Cc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,CC(C)Cc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,1.2,IC50,nM,1.2,CC(C)Cc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,CC(C)c1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,2.5,IC50,nM,2.5,CC(C)c1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,CCc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,=,=,IC50,nM,7.9,IC50,nM,7.9,CCc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(/N=N/c2c(O)[nH]c3cccc(I)c23)cc1,CHEMBL1143196,=,=,IC50,nM,4.6,IC50,nM,4.6,NS(=O)(=O)c1ccc(/N=N/c2c(O)[nH]c3cccc(I)c23)cc1,2008.0
Inhibition of CDK2,C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccc(-c3cnco3)cc21,CHEMBL1143196,=,=,IC50,nM,2.0,IC50,nM,2.0,C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccc(-c3cnco3)cc21,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc(-c4cnco4)cc32)cc1,CHEMBL1143196,=,=,IC50,nM,2.5,IC50,nM,2.5,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc(-c4cnco4)cc32)cc1,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(-c4cnco4)cc32)cc1,CHEMBL1143196,=,=,IC50,nM,2.3,IC50,nM,2.3,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(-c4cnco4)cc32)cc1,2008.0
Inhibition of CDK2,C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccc(Cl)cc21,CHEMBL1143196,=,=,IC50,nM,22.0,IC50,nM,22.0,C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccc(Cl)cc21,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(Cl)cc32)cc1,CHEMBL1143196,=,=,IC50,nM,43.0,IC50,nM,43.0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(Cl)cc32)cc1,2008.0
Inhibition of CDK2,C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccccc21,CHEMBL1143196,=,=,IC50,nM,360.0,IC50,nM,360.0,C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccccc21,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,CHEMBL1143196,=,=,IC50,nM,690.0,IC50,nM,690.0,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccccc32)cc1,CHEMBL1143196,=,=,IC50,nM,120.0,IC50,nM,120.0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccccc32)cc1,2008.0
Inhibition of CDK2,NC(=O)c1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,>,>,IC50,nM,1000.0,IC50,nM,1000.0,NC(=O)c1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,Cc1cc(Cl)cc2c1NC(=O)/C2=C\Nc1ccc(S(N)(=O)=O)cc1,CHEMBL1143196,>,>,IC50,nM,1000.0,IC50,nM,1000.0,Cc1cc(Cl)cc2c1NC(=O)/C2=C\Nc1ccc(S(N)(=O)=O)cc1,2008.0
Inhibition of CDK2,Cc1cc(C)c2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL1143196,>,>,IC50,nM,1000.0,IC50,nM,1000.0,Cc1cc(C)c2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,2008.0
Inhibition of CDK2,Cc1cccc2c1NC(=O)/C2=C\Nc1ccc(S(N)(=O)=O)cc1,CHEMBL1143196,>,>,IC50,nM,1000.0,IC50,nM,1000.0,Cc1cccc2c1NC(=O)/C2=C\Nc1ccc(S(N)(=O)=O)cc1,2008.0
Inhibition of CDK2,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cc(Oc4ccccc4)ccc32)cc1,CHEMBL1143196,>,>,IC50,nM,1000.0,IC50,nM,1000.0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cc(Oc4ccccc4)ccc32)cc1,2008.0
Inhibition of CDK2,CC(C)(C)c1ccc2c(c1)NC(=O)/C2=N\Nc1ccc(S(N)(=O)=O)cc1,CHEMBL1143196,>,>,IC50,nM,1000.0,IC50,nM,1000.0,CC(C)(C)c1ccc2c(c1)NC(=O)/C2=N\Nc1ccc(S(N)(=O)=O)cc1,2008.0
Inhibition of CDK2 at 10 uM,Nc1ncnc2oc(-c3cccnc3)c(-c3ccc(NS(=O)(=O)c4ccccc4)cc3)c12,CHEMBL1142374,=,=,Inhibition,%,27.0,Inhibition,%,27.0,Nc1ncnc2oc(-c3cccnc3)c(-c3ccc(NS(=O)(=O)c4ccccc4)cc3)c12,2008.0
Inhibition of Cdk2,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,CHEMBL1145498,>,>,IC50,nM,100000.0,IC50,nM,100000.0,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,2007.0
Inhibition of Cdk2,COc1cc2c(cc1OC)-c1n[nH]c(Nc3cccc(F)c3)c1C2,CHEMBL1145498,>,>,IC50,nM,10000.0,IC50,nM,10000.0,COc1cc2c(cc1OC)-c1n[nH]c(Nc3cccc(F)c3)c1C2,2007.0
Inhibition of Cdk2,CC(C)n1cnc2c(NCc3ccccc3O)nc(NCCCO)nc21,CHEMBL1145498,=,=,IC50,nM,80.0,IC50,nM,80.0,CC(C)n1cnc2c(NCc3ccccc3O)nc(NCCCO)nc21,2007.0
Inhibition of Cdk2,COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,CHEMBL1145498,=,=,IC50,nM,1000.0,IC50,nM,1000.0,COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,2007.0
Inhibition of human CDK2,NC(=O)c1c(NC(=O)C2CC2)sc2c1CCCC2,CHEMBL1147038,,,Activity,,,Activity,,,NC(=O)c1c(NC(=O)C2CC2)sc2c1CCCC2,2007.0
Inhibition of CDK2 at 20 uM,CN(C)CCOc1ccc2c(-c3c(-c4ccccn4)nn4c3CCC4)ccnc2c1,CHEMBL1144852,<,<,Inhibition,%,50.0,Inhibition,%,50.0,CN(C)CCOc1ccc2c(-c3c(-c4ccccn4)nn4c3CCC4)ccnc2c1,2008.0
Inhibition of CDK2 at 20 uM,c1ccc(-c2nn3c(c2-c2ccnc4cc(OCCN5CCOCC5)ccc24)CCC3)nc1,CHEMBL1144852,<,<,Inhibition,%,50.0,Inhibition,%,50.0,c1ccc(-c2nn3c(c2-c2ccnc4cc(OCCN5CCOCC5)ccc24)CCC3)nc1,2008.0
Inhibition of Cdk2,Cc1ccc(C(=O)Nc2ccon2)cc1Nc1ncnc2c1cnn2-c1ccccc1,CHEMBL1144728,>,>,IC50,nM,10000.0,IC50,uM,10.0,Cc1ccc(C(=O)Nc2ccon2)cc1Nc1ncnc2c1cnn2-c1ccccc1,2008.0
Inhibition of CDK2,CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,CHEMBL1145633,=,=,IC50,nM,17600.0,IC50,uM,17.6,CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,2008.0
Inhibition of human CDK2/cyclinA at 1 uM,CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4c(c3)CCC(=O)N4)ncc2C(F)(F)F)c1,CHEMBL1156453,=,=,Inhibition,%,50.0,INH,%,50.0,CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4c(c3)CCC(=O)N4)ncc2C(F)(F)F)c1,2007.0
Inhibition of human CDK2/cyclinE at 1 uM,CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4c(c3)CCC(=O)N4)ncc2C(F)(F)F)c1,CHEMBL1156453,=,=,Inhibition,%,44.0,INH,%,44.0,CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4c(c3)CCC(=O)N4)ncc2C(F)(F)F)c1,2007.0
Inhibition of Cdk2/cyclin A,OCCn1cnc2c(NCc3ccccc3)nc(NCc3ccc(Br)cc3)nc21,CHEMBL1149915,=,=,IC50,nM,20000.0,IC50,uM,20.0,OCCn1cnc2c(NCc3ccccc3)nc(NCc3ccc(Br)cc3)nc21,2008.0
Binding affinity to CDK2,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,CHEMBL1156625,=,=,IC50,nM,100.0,IC50,uM,0.1,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,2008.0
Binding affinity to CDK2,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O,CHEMBL1156625,=,=,Kd,nM,100000.0,Kd,uM,100.0,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O,2008.0
Inhibition of CDK2/cyclin E,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,CHEMBL1157356,>,>,IC50,nM,1000.0,IC50,nM,1000.0,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,2008.0
Inhibition of CDK2,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(-c3ccccc3)cc12)C1CC1,CHEMBL1156672,=,=,IC50,nM,5.0,IC50,nM,5.0,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(-c3ccccc3)cc12)C1CC1,2008.0
Inhibition of CDK2,O=C(Nc1n[nH]c2nc(-c3cccs3)c(Br)cc12)C1CC1,CHEMBL1156672,=,=,IC50,nM,639.0,IC50,nM,639.0,O=C(Nc1n[nH]c2nc(-c3cccs3)c(Br)cc12)C1CC1,2008.0
Inhibition of CDK2,O=C(Nc1n[nH]c2cc(-c3ccsc3)ccc12)C1CC1,CHEMBL1156672,=,=,IC50,nM,484.0,IC50,nM,484.0,O=C(Nc1n[nH]c2cc(-c3ccsc3)ccc12)C1CC1,2008.0
Inhibition of CDK2,O=C(Nc1n[nH]c2cc(-c3cccs3)ccc12)C1CC1,CHEMBL1156672,=,=,IC50,nM,341.0,IC50,nM,341.0,O=C(Nc1n[nH]c2cc(-c3cccs3)ccc12)C1CC1,2008.0
Inhibition of CDK2,O=C(Nc1n[nH]c2cc(-c3ccco3)ccc12)C1CC1,CHEMBL1156672,=,=,IC50,nM,631.0,IC50,nM,631.0,O=C(Nc1n[nH]c2cc(-c3ccco3)ccc12)C1CC1,2008.0
Inhibition of CDK2,O=C(Nc1n[nH]c2cc(-c3ccc[nH]3)ccc12)C1CC1,CHEMBL1156672,=,=,IC50,nM,497.0,IC50,nM,497.0,O=C(Nc1n[nH]c2cc(-c3ccc[nH]3)ccc12)C1CC1,2008.0
Inhibition of CDK2,O=C(NC1=NNC2=CC=CC21)C1CC1,CHEMBL1156672,=,=,IC50,nM,5.0,IC50,nM,5.0,O=C(NC1=NNC2=CC=CC21)C1CC1,2008.0
Inhibition of CDK2,O=C(Nc1n[nH]c2nc(-c3ccc(O)c(Br)c3)ccc12)C1CC1,CHEMBL1156672,=,=,IC50,nM,2.0,IC50,nM,2.0,O=C(Nc1n[nH]c2nc(-c3ccc(O)c(Br)c3)ccc12)C1CC1,2008.0
Inhibition of CDK2,CCN1CCN(CCCC(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)c(Br)cc23)CC1,CHEMBL1156672,=,=,IC50,nM,60.0,IC50,nM,60.0,CCN1CCN(CCCC(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)c(Br)cc23)CC1,2008.0
Inhibition of CDK2,O=C(Nc1n[nH]c2nc(-c3ccccc3)c(Br)cc12)C1CC1,CHEMBL1156672,>,>,IC50,nM,1000.0,IC50,nM,1000.0,O=C(Nc1n[nH]c2nc(-c3ccccc3)c(Br)cc12)C1CC1,2008.0
Inhibition of CDK2,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12)C1CC1,CHEMBL1156672,=,=,IC50,nM,5.0,IC50,nM,5.0,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12)C1CC1,2008.0
Inhibition of CDK2,O=C(Nc1n[nH]c2nc(-c3ccco3)c(Br)cc12)C1CCN(Cc2ccccc2)C1,CHEMBL1156672,>,>,IC50,nM,1000.0,IC50,nM,1000.0,O=C(Nc1n[nH]c2nc(-c3ccco3)c(Br)cc12)C1CCN(Cc2ccccc2)C1,2008.0
Inhibition of CDK2,CCN1CCC(CC(=O)Nc2n[nH]c3nc(-c4cccs4)c(Br)cc23)CC1,CHEMBL1156672,>,>,IC50,nM,1000.0,IC50,nM,1000.0,CCN1CCC(CC(=O)Nc2n[nH]c3nc(-c4cccs4)c(Br)cc23)CC1,2008.0
Inhibition of CDK2,O=C(Nc1n[nH]c2nc(-c3nccs3)c(Br)cc12)C1CCCC1,CHEMBL1156672,>,>,IC50,nM,1000.0,IC50,nM,1000.0,O=C(Nc1n[nH]c2nc(-c3nccs3)c(Br)cc12)C1CCCC1,2008.0
Inhibition of CDK2,O=C(Nc1n[nH]c2nc(-c3nccs3)c(Br)cc12)C1CC1,CHEMBL1156672,>,>,IC50,nM,1000.0,IC50,nM,1000.0,O=C(Nc1n[nH]c2nc(-c3nccs3)c(Br)cc12)C1CC1,2008.0
Inhibition of CDK2,O=C(Nc1n[nH]c2nc(-c3ccco3)c(Br)cc12)C1CC1,CHEMBL1156672,>,>,IC50,nM,1000.0,IC50,nM,1000.0,O=C(Nc1n[nH]c2nc(-c3ccco3)c(Br)cc12)C1CC1,2008.0
Inhibition of CDK2,O=C(Nc1n[nH]c2nc(-c3ccco3)ccc12)C1CC1,CHEMBL1156672,>,>,IC50,nM,1000.0,IC50,nM,1000.0,O=C(Nc1n[nH]c2nc(-c3ccco3)ccc12)C1CC1,2008.0
