assay_description,canonical_smiles,document_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value,SMILES,year
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL2218924,=,=,Residual Activity,%,3.0,Residual Activity,%,3.0,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,CHEMBL2218924,=,=,Residual Activity,%,101.0,Residual Activity,%,101.0,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,CHEMBL2218924,=,=,Residual Activity,%,36.0,Residual Activity,%,36.0,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3cc(Br)ccc3c21,CHEMBL2218924,=,=,Residual Activity,%,87.0,Residual Activity,%,87.0,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3cc(Br)ccc3c21,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1,CHEMBL2218924,=,=,Residual Activity,%,93.0,Residual Activity,%,93.0,C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,CHEMBL2218924,=,=,Residual Activity,%,12.0,Residual Activity,%,12.0,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",O=C(CCCc1ccc(-c2ccccc2F)cc1)Nc1ccc(O)cc1,CHEMBL2218924,=,=,Residual Activity,%,102.0,Residual Activity,%,102.0,O=C(CCCc1ccc(-c2ccccc2F)cc1)Nc1ccc(O)cc1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)c3ccccc3)c2)[nH]1,CHEMBL2218924,=,=,Residual Activity,%,105.0,Residual Activity,%,105.0,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)c3ccccc3)c2)[nH]1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL2218924,=,=,Residual Activity,%,117.0,Residual Activity,%,117.0,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,CHEMBL2218924,=,=,Residual Activity,%,99.0,Residual Activity,%,99.0,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12,CHEMBL2218924,=,=,Residual Activity,%,-2.0,Residual Activity,%,-2.0,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",COc1ccc(OC)c2c(=S)c3ccccc3[nH]c12,CHEMBL2218924,=,=,Residual Activity,%,99.0,Residual Activity,%,99.0,COc1ccc(OC)c2c(=S)c3ccccc3[nH]c12,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",Nc1n[nH]c2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,CHEMBL2218924,=,=,Residual Activity,%,86.0,Residual Activity,%,86.0,Nc1n[nH]c2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)n[nH]1,CHEMBL2218924,=,=,Residual Activity,%,19.0,Residual Activity,%,19.0,Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)n[nH]1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,CHEMBL2218924,=,=,Residual Activity,%,98.0,Residual Activity,%,98.0,CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",Oc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1ccc(Cl)cc1,CHEMBL2218924,=,=,Residual Activity,%,108.0,Residual Activity,%,108.0,Oc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1ccc(Cl)cc1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,CHEMBL2218924,=,=,Residual Activity,%,110.0,Residual Activity,%,110.0,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",O=C(NC(NC(=S)Nc1ccc(F)c([N+](=O)[O-])c1)C(Cl)(Cl)Cl)C(c1ccccc1)c1ccccc1,CHEMBL2218924,=,=,Residual Activity,%,100.0,Residual Activity,%,100.0,O=C(NC(NC(=S)Nc1ccc(F)c([N+](=O)[O-])c1)C(Cl)(Cl)Cl)C(c1ccccc1)c1ccccc1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",Cc1ccc(S(=O)(=O)/C=C/C#N)cc1,CHEMBL2218924,=,=,Residual Activity,%,101.0,Residual Activity,%,101.0,Cc1ccc(S(=O)(=O)/C=C/C#N)cc1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1,CHEMBL2218924,=,=,Residual Activity,%,98.0,Residual Activity,%,98.0,Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",Oc1n[nH]c2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,CHEMBL2218924,=,=,Residual Activity,%,98.0,Residual Activity,%,98.0,Oc1n[nH]c2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",O=C1NC(=O)c2c1c1c3ccccc3[nH]c1n1cncc21,CHEMBL2218924,=,=,Residual Activity,%,37.0,Residual Activity,%,37.0,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1n1cncc21,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL2218924,=,=,Residual Activity,%,2.0,Residual Activity,%,2.0,COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,CHEMBL2218924,=,=,Residual Activity,%,96.0,Residual Activity,%,96.0,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC3O1,CHEMBL2218924,=,=,Residual Activity,%,34.0,Residual Activity,%,34.0,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC3O1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,CHEMBL2218924,=,=,Residual Activity,%,100.0,Residual Activity,%,100.0,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",CC(C)n1cnc2c(NCc3ccccc3)nc(NCCCO)nc21,CHEMBL2218924,=,=,Residual Activity,%,98.0,Residual Activity,%,98.0,CC(C)n1cnc2c(NCc3ccccc3)nc(NCCCO)nc21,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",CCN1/C(=C/C(C)=O)Sc2ccc(OC)cc21,CHEMBL2218924,=,=,Residual Activity,%,96.0,Residual Activity,%,96.0,CCN1/C(=C/C(C)=O)Sc2ccc(OC)cc21,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",O=C1c2ccccc2-[n+]2ccc3c([nH]c4ccccc43)c21,CHEMBL2218924,=,=,Residual Activity,%,95.0,Residual Activity,%,95.0,O=C1c2ccccc2-[n+]2ccc3c([nH]c4ccccc43)c21,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",COc1cc(OC)c(/C=C2\C(=O)Nc3ccccc32)c(OC)c1,CHEMBL2218924,=,=,Residual Activity,%,95.0,Residual Activity,%,95.0,COc1cc(OC)c(/C=C2\C(=O)Nc3ccccc32)c(OC)c1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,CHEMBL2218924,=,=,Residual Activity,%,78.0,Residual Activity,%,78.0,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL2218924,=,=,Residual Activity,%,101.0,Residual Activity,%,101.0,O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",Cc1nc(-c2ccccc2)c(-c2ccncc2)o1,CHEMBL2218924,=,=,Residual Activity,%,99.0,Residual Activity,%,99.0,Cc1nc(-c2ccccc2)c(-c2ccncc2)o1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",N#CCCc1ccc2c(c1)-c1[nH]c3ccc([N+](=O)[O-])cc3c1CC(=O)N2,CHEMBL2218924,=,=,Residual Activity,%,84.0,Residual Activity,%,84.0,N#CCCc1ccc2c(c1)-c1[nH]c3ccc([N+](=O)[O-])cc3c1CC(=O)N2,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",O=C1Nc2ccccc2/C1=C\c1c(Cl)[nH]c2ccccc12,CHEMBL2218924,=,=,Residual Activity,%,77.0,Residual Activity,%,77.0,O=C1Nc2ccccc2/C1=C\c1c(Cl)[nH]c2ccccc12,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",NC(=O)c1ccc2[nH]c(-c3ccc(Oc4ccc(Cl)cc4)cc3)nc2c1,CHEMBL2218924,=,=,Residual Activity,%,95.0,Residual Activity,%,95.0,NC(=O)c1ccc2[nH]c(-c3ccc(Oc4ccc(Cl)cc4)cc3)nc2c1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",Cn1sc(=O)n(Cc2ccccc2)c1=O,CHEMBL2218924,=,=,Residual Activity,%,96.0,Residual Activity,%,96.0,Cn1sc(=O)n(Cc2ccccc2)c1=O,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,CHEMBL2218924,=,=,Residual Activity,%,54.0,Residual Activity,%,54.0,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",COc1ccc(S(=O)(=O)N(CCO)c2ccccc2CN(C)C/C=C/c2ccc(Cl)cc2)cc1,CHEMBL2218924,=,=,Residual Activity,%,93.0,Residual Activity,%,93.0,COc1ccc(S(=O)(=O)N(CCO)c2ccccc2CN(C)C/C=C/c2ccc(Cl)cc2)cc1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,CHEMBL2218924,=,=,Residual Activity,%,67.0,Residual Activity,%,67.0,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",Fc1ccc(-c2nc3n(c2-c2ccncc2)CCS3)cc1,CHEMBL2218924,=,=,Residual Activity,%,108.0,Residual Activity,%,108.0,Fc1ccc(-c2nc3n(c2-c2ccncc2)CCS3)cc1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,CHEMBL2218924,=,=,Residual Activity,%,73.0,Residual Activity,%,73.0,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21,CHEMBL2218924,=,=,Residual Activity,%,8.0,Residual Activity,%,8.0,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",CC(C)n1cnc2/c(=N/c3cccc(Cl)c3)nc(NCCO)[nH]c21,CHEMBL2218924,=,=,Residual Activity,%,54.0,Residual Activity,%,54.0,CC(C)n1cnc2/c(=N/c3cccc(Cl)c3)nc(NCCO)[nH]c21,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",Ic1cccc(CSc2nnc(-c3ccncc3)o2)c1,CHEMBL2218924,=,=,Residual Activity,%,69.0,Residual Activity,%,69.0,Ic1cccc(CSc2nnc(-c3ccncc3)o2)c1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\OCCC(O)CO,CHEMBL2218924,=,=,Residual Activity,%,1.0,Residual Activity,%,1.0,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\OCCC(O)CO,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",N#C/C(=C(/N)SC1C=CC=CC1)c1cccc(C(O)c2ccncc2)c1,CHEMBL2218924,=,=,Residual Activity,%,92.0,Residual Activity,%,92.0,N#C/C(=C(/N)SC1C=CC=CC1)c1cccc(C(O)c2ccncc2)c1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,CHEMBL2218924,=,=,Residual Activity,%,26.0,Residual Activity,%,26.0,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",Oc1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,CHEMBL2218924,=,=,Residual Activity,%,100.0,Residual Activity,%,100.0,Oc1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",CCCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12,CHEMBL2218924,=,=,Residual Activity,%,68.0,Residual Activity,%,68.0,CCCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F,CHEMBL2218924,=,=,Residual Activity,%,-1.0,Residual Activity,%,-1.0,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",COc1ccc(CNc2nc(N(CCO)CCO)nc3c2ncn3C(C)C)cc1,CHEMBL2218924,=,=,Residual Activity,%,90.0,Residual Activity,%,90.0,COc1ccc(CNc2nc(N(CCO)CCO)nc3c2ncn3C(C)C)cc1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,CHEMBL2218924,=,=,Residual Activity,%,92.0,Residual Activity,%,92.0,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",Oc1c2ccccc2c2c3c(cccc13)N=N2,CHEMBL2218924,=,=,Residual Activity,%,22.0,Residual Activity,%,22.0,Oc1c2ccccc2c2c3c(cccc13)N=N2,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",O=C1C(Cl)=C(N2C(=O)CCC2=O)C(=O)c2ccccc21,CHEMBL2218924,=,=,Residual Activity,%,90.0,Residual Activity,%,90.0,O=C1C(Cl)=C(N2C(=O)CCC2=O)C(=O)c2ccccc21,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,CHEMBL2218924,=,=,Residual Activity,%,81.0,Residual Activity,%,81.0,Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",CC(C)[C@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1,CHEMBL2218924,=,=,Residual Activity,%,22.0,Residual Activity,%,22.0,CC(C)[C@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",Nc1n[nH]c2nc3ccccc3nc12,CHEMBL2218924,=,=,Residual Activity,%,95.0,Residual Activity,%,95.0,Nc1n[nH]c2nc3ccccc3nc12,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,CHEMBL2218924,=,=,Residual Activity,%,15.0,Residual Activity,%,15.0,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,CHEMBL2218924,=,=,Residual Activity,%,26.0,Residual Activity,%,26.0,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,2013.0
"Millipore: Percentage of residual kinase activity of MERTK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: mM MOPS pH 7.0, 0.2 mM EDTA, 30 mM NaCl",Cn1nc2c3c(cccc31)C(=O)c1ccccc1-2,CHEMBL2218924,=,=,Residual Activity,%,53.0,Residual Activity,%,53.0,Cn1nc2c3c(cccc31)C(=O)c1ccccc1-2,2013.0
