assay_description,canonical_smiles,document_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value,SMILES,year
Agonist activity at human recombinant LXRalpha expressed in HEK293 cells,O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)N1Cc1ccccc1,CHEMBL1139976,,,Activity,,,Activity,,,O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)N1Cc1ccccc1,2007
Binding affinity at human LXRalpha,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL1140778,=,=,IC50,nM,13.0,IC50,nM,13.0,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2008
Binding affinity at human LXRalpha,O=C(O)Cc1cccc2c(NCc3cccc(-c4ccnc5c(C(F)(F)F)cccc45)c3)cccc12,CHEMBL1140778,=,=,IC50,nM,745.0,IC50,nM,745.0,O=C(O)Cc1cccc2c(NCc3cccc(-c4ccnc5c(C(F)(F)F)cccc45)c3)cccc12,2008
Binding affinity at human LXRalpha,Cc1cnc2c(C(F)(F)F)cccc2c1-c1cccc(CNc2cccc3c(CC(=O)O)cccc23)c1,CHEMBL1140778,=,=,IC50,nM,211.0,IC50,nM,211.0,Cc1cnc2c(C(F)(F)F)cccc2c1-c1cccc(CNc2cccc3c(CC(=O)O)cccc23)c1,2008
Binding affinity at human LXRalpha,O=C(O)c1cccc2c(NCc3cccc(-c4c(Cc5ccccc5)cnc5c(C(F)(F)F)cccc45)c3)cccc12,CHEMBL1140778,=,=,IC50,nM,157.0,IC50,nM,157.0,O=C(O)c1cccc2c(NCc3cccc(-c4c(Cc5ccccc5)cnc5c(C(F)(F)F)cccc45)c3)cccc12,2008
Binding affinity at human LXRalpha,O=C(O)Cc1ccc(NCc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)c2ccccc12,CHEMBL1140778,=,=,IC50,nM,21.0,IC50,nM,21.0,O=C(O)Cc1ccc(NCc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)c2ccccc12,2008
Binding affinity at human LXRalpha,O=C(O)Cc1cccc2c(OCc3cccc(-c4c(Cc5ccccc5)cnc5c(C(F)(F)F)cccc45)c3)cccc12,CHEMBL1140778,=,=,IC50,nM,161.0,IC50,nM,161.0,O=C(O)Cc1cccc2c(OCc3cccc(-c4c(Cc5ccccc5)cnc5c(C(F)(F)F)cccc45)c3)cccc12,2008
Binding affinity at human LXRalpha,O=C(O)Cc1cccc2c(NCc3cccc(-c4c(Cc5ccccc5)cnc5c(C(F)(F)F)cccc45)c3)cccc12,CHEMBL1140778,=,=,IC50,nM,123.0,IC50,nM,123.0,O=C(O)Cc1cccc2c(NCc3cccc(-c4c(Cc5ccccc5)cnc5c(C(F)(F)F)cccc45)c3)cccc12,2008
Binding affinity at human LXRalpha,Cc1c(CC(=O)O)ccc(NCc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)c1C,CHEMBL1140778,=,=,IC50,nM,58.0,IC50,nM,58.0,Cc1c(CC(=O)O)ccc(NCc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)c1C,2008
Binding affinity at human LXRalpha,O=C(O)Cc1ccc(NCc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)cc1,CHEMBL1140778,=,=,IC50,nM,47.0,IC50,nM,47.0,O=C(O)Cc1ccc(NCc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)cc1,2008
Binding affinity at human LXRalpha,Cc1cc(NCc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)c(C)cc1CC(=O)O,CHEMBL1140778,=,=,IC50,nM,21.0,IC50,nM,21.0,Cc1cc(NCc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)c(C)cc1CC(=O)O,2008
Binding affinity at human LXRalpha,Cc1cc(OCc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)c(C)cc1CC(=O)O,CHEMBL1140778,=,=,IC50,nM,31.0,IC50,nM,31.0,Cc1cc(OCc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)c(C)cc1CC(=O)O,2008
Binding affinity at human LXRalpha,Cc1cc(CC(=O)O)c(C)cc1COc1cccc(-c2c(Cc3ccccc3)cnc3c(C(F)(F)F)cccc23)c1,CHEMBL1140778,=,=,IC50,nM,11.0,IC50,nM,11.0,Cc1cc(CC(=O)O)c(C)cc1COc1cccc(-c2c(Cc3ccccc3)cnc3c(C(F)(F)F)cccc23)c1,2008
Binding affinity at human LXRalpha,O=C(O)Cc1ccc(COc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)cc1,CHEMBL1140778,=,=,IC50,nM,10.0,IC50,nM,10.0,O=C(O)Cc1ccc(COc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)cc1,2008
Binding affinity at human LXRalpha,C#CCC(CC#C)(C(=O)O)c1ccc(COc2cccc(-c3ccc(C(F)(F)F)c4ncc(C(=O)c5ccccc5)cc34)c2)cc1,CHEMBL1140778,=,=,IC50,nM,2.0,IC50,nM,2.0,C#CCC(CC#C)(C(=O)O)c1ccc(COc2cccc(-c3ccc(C(F)(F)F)c4ncc(C(=O)c5ccccc5)cc34)c2)cc1,2008
Binding affinity at human LXRalpha,CCC#CCC(CC#CCC)(C(=O)O)c1ccc(COc2cccc(-c3ccc(C(F)(F)F)c4ncc(C(=O)c5ccccc5)cc34)c2)cc1,CHEMBL1140778,=,=,IC50,nM,147.0,IC50,nM,147.0,CCC#CCC(CC#CCC)(C(=O)O)c1ccc(COc2cccc(-c3ccc(C(F)(F)F)c4ncc(C(=O)c5ccccc5)cc34)c2)cc1,2008
Binding affinity at human LXRalpha,CCC#CCC(C(=O)O)c1ccc(COc2cccc(-c3ccc(C(F)(F)F)c4ncc(C(=O)c5ccccc5)cc34)c2)cc1,CHEMBL1140778,=,=,IC50,nM,21.0,IC50,nM,21.0,CCC#CCC(C(=O)O)c1ccc(COc2cccc(-c3ccc(C(F)(F)F)c4ncc(C(=O)c5ccccc5)cc34)c2)cc1,2008
Binding affinity at human LXRalpha,CC#CCC(C(=O)O)c1ccc(COc2cccc(-c3ccc(C(F)(F)F)c4ncc(C(=O)c5ccccc5)cc34)c2)cc1,CHEMBL1140778,=,=,IC50,nM,6.0,IC50,nM,6.0,CC#CCC(C(=O)O)c1ccc(COc2cccc(-c3ccc(C(F)(F)F)c4ncc(C(=O)c5ccccc5)cc34)c2)cc1,2008
Binding affinity at human LXRalpha,C=CCC(C(=O)O)c1ccc(COc2cccc(-c3ccc(C(F)(F)F)c4ncc(C(=O)c5ccccc5)cc34)c2)cc1,CHEMBL1140778,=,=,IC50,nM,16.0,IC50,nM,16.0,C=CCC(C(=O)O)c1ccc(COc2cccc(-c3ccc(C(F)(F)F)c4ncc(C(=O)c5ccccc5)cc34)c2)cc1,2008
Binding affinity at human LXRalpha,O=C(c1ccccc1)c1cnc2c(C(F)(F)F)ccc(-c3cccc(OCc4ccc(C(Cc5ccc(-c6ccccc6)cc5)C(=O)O)cc4)c3)c2c1,CHEMBL1140778,=,=,IC50,nM,528.0,IC50,nM,528.0,O=C(c1ccccc1)c1cnc2c(C(F)(F)F)ccc(-c3cccc(OCc4ccc(C(Cc5ccc(-c6ccccc6)cc5)C(=O)O)cc4)c3)c2c1,2008
Binding affinity at human LXRalpha,CC(C)(C)c1ccc(CC(C(=O)O)c2ccc(COc3cccc(-c4ccc(C(F)(F)F)c5ncc(C(=O)c6ccccc6)cc45)c3)cc2)cc1,CHEMBL1140778,=,=,IC50,nM,65.0,IC50,nM,65.0,CC(C)(C)c1ccc(CC(C(=O)O)c2ccc(COc3cccc(-c4ccc(C(F)(F)F)c5ncc(C(=O)c6ccccc6)cc45)c3)cc2)cc1,2008
Binding affinity at human LXRalpha,O=C(c1ccccc1)c1cnc2c(C(F)(F)F)ccc(-c3cccc(OCc4ccc(C(Cc5ccccc5)C(=O)O)cc4)c3)c2c1,CHEMBL1140778,=,=,IC50,nM,112.0,IC50,nM,112.0,O=C(c1ccccc1)c1cnc2c(C(F)(F)F)ccc(-c3cccc(OCc4ccc(C(Cc5ccccc5)C(=O)O)cc4)c3)c2c1,2008
Binding affinity at human LXRalpha,O=C(O)Cc1ccc(COc2cccc(-c3ccc(C(F)(F)F)c4ncc(C(=O)c5ccccc5)cc34)c2)cc1,CHEMBL1140778,=,=,IC50,nM,17.0,IC50,nM,17.0,O=C(O)Cc1ccc(COc2cccc(-c3ccc(C(F)(F)F)c4ncc(C(=O)c5ccccc5)cc34)c2)cc1,2008
Agonist activity at human LXRalpha expressed in Huh7 cells by Gal4 transactivation assay,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL1140778,=,=,EC50,nM,135.0,EC50,nM,135.0,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2008
Agonist activity at human LXRalpha expressed in Huh7 cells by Gal4 transactivation assay,O=C(O)Cc1cccc2c(NCc3cccc(-c4ccnc5c(C(F)(F)F)cccc45)c3)cccc12,CHEMBL1140778,=,=,EC50,nM,1189.0,EC50,nM,1189.0,O=C(O)Cc1cccc2c(NCc3cccc(-c4ccnc5c(C(F)(F)F)cccc45)c3)cccc12,2008
Agonist activity at human LXRalpha expressed in Huh7 cells by Gal4 transactivation assay,Cc1cnc2c(C(F)(F)F)cccc2c1-c1cccc(CNc2cccc3c(CC(=O)O)cccc23)c1,CHEMBL1140778,=,=,EC50,nM,7866.0,EC50,nM,7866.0,Cc1cnc2c(C(F)(F)F)cccc2c1-c1cccc(CNc2cccc3c(CC(=O)O)cccc23)c1,2008
Agonist activity at human LXRalpha expressed in Huh7 cells by Gal4 transactivation assay,O=C(O)Cc1cccc2c(NCc3cccc(-c4c(Cc5ccccc5)cnc5c(C(F)(F)F)cccc45)c3)cccc12,CHEMBL1140778,=,=,EC50,nM,685.0,EC50,nM,685.0,O=C(O)Cc1cccc2c(NCc3cccc(-c4c(Cc5ccccc5)cnc5c(C(F)(F)F)cccc45)c3)cccc12,2008
Agonist activity at human LXRalpha expressed in Huh7 cells by Gal4 transactivation assay,O=C(O)Cc1ccc(COc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)cc1,CHEMBL1140778,=,=,EC50,nM,240.0,EC50,nM,240.0,O=C(O)Cc1ccc(COc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)cc1,2008
Agonist activity at human LXRalpha expressed in Huh7 cells by Gal4 transactivation assay relative to TO901317,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL1140778,=,=,Activity,%,100.0,Activity,%,100.0,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2008
Agonist activity at human LXRalpha expressed in Huh7 cells by Gal4 transactivation assay relative to TO901317,O=C(O)Cc1cccc2c(NCc3cccc(-c4ccnc5c(C(F)(F)F)cccc45)c3)cccc12,CHEMBL1140778,=,=,Activity,%,13.0,Activity,%,13.0,O=C(O)Cc1cccc2c(NCc3cccc(-c4ccnc5c(C(F)(F)F)cccc45)c3)cccc12,2008
Agonist activity at human LXRalpha expressed in Huh7 cells by Gal4 transactivation assay relative to TO901317,Cc1cnc2c(C(F)(F)F)cccc2c1-c1cccc(CNc2cccc3c(CC(=O)O)cccc23)c1,CHEMBL1140778,=,=,Activity,%,47.0,Activity,%,47.0,Cc1cnc2c(C(F)(F)F)cccc2c1-c1cccc(CNc2cccc3c(CC(=O)O)cccc23)c1,2008
Agonist activity at human LXRalpha expressed in Huh7 cells by Gal4 transactivation assay relative to TO901317,O=C(O)Cc1cccc2c(NCc3cccc(-c4c(Cc5ccccc5)cnc5c(C(F)(F)F)cccc45)c3)cccc12,CHEMBL1140778,=,=,Activity,%,57.0,Activity,%,57.0,O=C(O)Cc1cccc2c(NCc3cccc(-c4c(Cc5ccccc5)cnc5c(C(F)(F)F)cccc45)c3)cccc12,2008
Agonist activity at human LXRalpha expressed in Huh7 cells by Gal4 transactivation assay relative to TO901317,O=C(O)Cc1ccc(COc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)cc1,CHEMBL1140778,=,=,Activity,%,90.0,Activity,%,90.0,O=C(O)Cc1ccc(COc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)cc1,2008
Antagonist activity at human recombinant LXRalpha expressed in HEK293 cells by luciferase reporter gene assay,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,CHEMBL1144755,>,>,IC50,nM,100000.0,IC50,uM,100.0,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,2008
Antagonist activity at human recombinant LXRalpha expressed in HEK293 cells by luciferase reporter gene assay,c1cc2cc(c1)Oc1ccc(cc1)CCc1ccccc1-c1ccc(cc1)CC2,CHEMBL1144755,=,=,IC50,nM,7100.0,IC50,uM,7.1,c1cc2cc(c1)Oc1ccc(cc1)CCc1ccccc1-c1ccc(cc1)CC2,2008
Antagonist activity at human recombinant LXRalpha expressed in HEK293 cells by luciferase reporter gene assay,Oc1cc2ccc1-c1ccccc1CCc1ccc(cc1)Oc1cccc(c1)CC2,CHEMBL1144755,=,=,IC50,nM,3200.0,IC50,uM,3.2,Oc1cc2ccc1-c1ccccc1CCc1ccc(cc1)Oc1cccc(c1)CC2,2008
Antagonist activity at human recombinant LXRalpha expressed in HEK293 cells by luciferase reporter gene assay,Oc1ccc2cc1Oc1ccc(cc1)CCc1ccccc1-c1ccc(cc1)CC2,CHEMBL1144755,=,=,IC50,nM,5700.0,IC50,uM,5.7,Oc1ccc2cc1Oc1ccc(cc1)CCc1ccccc1-c1ccc(cc1)CC2,2008
Antagonist activity at human recombinant LXRalpha expressed in HEK293 cells by luciferase reporter gene assay,Oc1ccc2c(c1)CCc1ccc(cc1)Oc1cccc(c1)CCc1ccc-2c(O)c1,CHEMBL1144755,=,=,IC50,nM,8400.0,IC50,uM,8.4,Oc1ccc2c(c1)CCc1ccc(cc1)Oc1cccc(c1)CCc1ccc-2c(O)c1,2008
Antagonist activity at human recombinant LXRalpha expressed in HEK293 cells by luciferase reporter gene assay,Oc1ccc2c(c1)CCc1ccc(cc1)Oc1cc(ccc1O)CCc1ccc-2cc1,CHEMBL1144755,=,=,IC50,nM,4400.0,IC50,uM,4.4,Oc1ccc2c(c1)CCc1ccc(cc1)Oc1cc(ccc1O)CCc1ccc-2cc1,2008
Antagonist activity at human recombinant LXRalpha expressed in HEK293 cells by luciferase reporter gene assay,Oc1ccc2cc1Oc1ccc(cc1)CCc1ccccc1-c1ccc(cc1O)CC2,CHEMBL1144755,=,=,IC50,nM,6600.0,IC50,uM,6.6,Oc1ccc2cc1Oc1ccc(cc1)CCc1ccccc1-c1ccc(cc1O)CC2,2008
Antagonist activity at human recombinant LXRalpha expressed in HEK293 cells by luciferase reporter gene assay,COc1cc2ccc1-c1ccccc1CCc1ccc(cc1)Oc1cccc(c1)CC2,CHEMBL1144755,=,=,IC50,nM,2500.0,IC50,uM,2.5,COc1cc2ccc1-c1ccccc1CCc1ccc(cc1)Oc1cccc(c1)CC2,2008
Antagonist activity at human recombinant LXRalpha expressed in HEK293 cells by luciferase reporter gene assay,COc1ccc2cc1Oc1ccc(cc1)CCc1ccccc1-c1ccc(cc1)CC2,CHEMBL1144755,=,=,IC50,nM,7600.0,IC50,uM,7.6,COc1ccc2cc1Oc1ccc(cc1)CCc1ccccc1-c1ccc(cc1)CC2,2008
Antagonist activity at human recombinant LXRalpha expressed in HEK293 cells by luciferase reporter gene assay,COc1ccc2c(c1)CCc1ccc(cc1)Oc1cccc(c1)CCc1ccc-2c(OC)c1,CHEMBL1144755,=,=,IC50,nM,25000.0,IC50,uM,25.0,COc1ccc2c(c1)CCc1ccc(cc1)Oc1cccc(c1)CCc1ccc-2c(OC)c1,2008
Antagonist activity at human recombinant LXRalpha expressed in HEK293 cells by luciferase reporter gene assay,COc1ccc2c(c1)CCc1ccc(cc1)Oc1cc(ccc1OC)CCc1ccc-2cc1,CHEMBL1144755,=,=,IC50,nM,3600.0,IC50,uM,3.6,COc1ccc2c(c1)CCc1ccc(cc1)Oc1cc(ccc1OC)CCc1ccc-2cc1,2008
Antagonist activity at human recombinant LXRalpha expressed in HEK293 cells by luciferase reporter gene assay,COc1ccc2cc1Oc1ccc(cc1)CCc1ccccc1-c1ccc(cc1OC)CC2,CHEMBL1144755,=,=,IC50,nM,2200.0,IC50,uM,2.2,COc1ccc2cc1Oc1ccc(cc1)CCc1ccccc1-c1ccc(cc1OC)CC2,2008
Antagonist activity at human recombinant LXRalpha expressed in HEK293 cells by luciferase reporter gene assay,COc1ccc2c(c1)CCc1ccc(cc1)Oc1cc(ccc1OC)CCc1ccc-2c(OC)c1,CHEMBL1144755,=,=,IC50,nM,2000.0,IC50,uM,2.0,COc1ccc2c(c1)CCc1ccc(cc1)Oc1cc(ccc1OC)CCc1ccc-2c(OC)c1,2008
Antagonist activity at human recombinant LXRalpha expressed in HEK293 cells by luciferase reporter gene assay,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccccc2C1=S,CHEMBL1144755,=,=,IC50,nM,3100.0,IC50,uM,3.1,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccccc2C1=S,2008
Antagonist activity at human recombinant LXRalpha expressed in HEK293 cells by luciferase reporter gene assay,CCCCCCc1ccccc1N1C(=O)c2ccccc2C1=O,CHEMBL1144755,=,=,IC50,nM,13000.0,IC50,uM,13.0,CCCCCCc1ccccc1N1C(=O)c2ccccc2C1=O,2008
Antagonist activity at human recombinant LXRalpha expressed in HEK293 cells by luciferase reporter gene assay,O=C1c2ccccc2C(=O)N1c1ccccc1CCc1ccccc1,CHEMBL1144755,=,=,IC50,nM,9800.0,IC50,uM,9.8,O=C1c2ccccc2C(=O)N1c1ccccc1CCc1ccccc1,2008
Antagonist activity at human recombinant LXRalpha expressed in HEK293 cells by luciferase reporter gene assay,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,CHEMBL1144755,=,=,IC50,nM,31000.0,IC50,uM,31.0,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,2008
Antagonist activity at human recombinant LXRalpha expressed in HEK293 cells by luciferase reporter gene assay,Oc1ccc2c(c1)CCc1ccc(cc1)Oc1cc(ccc1O)CCc1ccc-2c(O)c1,CHEMBL1144755,=,=,IC50,nM,4900.0,IC50,uM,4.9,Oc1ccc2c(c1)CCc1ccc(cc1)Oc1cc(ccc1O)CCc1ccc-2c(O)c1,2008
Agonist activity at human LXRalpha by SRC1 cofactor recruitment assay,C[C@@H]1C2Cc3ccc(O)cc3[C@]1(C)CCCN2CCc1ccccc1,CHEMBL1145555,,,Activity,,,Activity,,,C[C@@H]1C2Cc3ccc(O)cc3[C@]1(C)CCCN2CCc1ccccc1,2008
Binding affinity to LXRalpha,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1ccc(F)cc1,CHEMBL1153298,=,=,IC50,nM,3300.0,IC50,uM,3.3,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1ccc(F)cc1,2009
Transactivation of LXRalpha,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1ccc(F)cc1,CHEMBL1153298,=,=,EC50,nM,5810.0,EC50,uM,5.81,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1ccc(F)cc1,2009
Binding affinity to LXRalpha,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1ccc(Cl)c(Cl)c1,CHEMBL1153298,=,=,IC50,nM,87900.0,IC50,uM,87.9,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1ccc(Cl)c(Cl)c1,2009
Transactivation of LXRalpha,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1ccc(Cl)c(Cl)c1,CHEMBL1153298,=,=,EC50,nM,5800.0,EC50,uM,5.8,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1ccc(Cl)c(Cl)c1,2009
Binding affinity to LXRalpha,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1cccc(Cl)c1,CHEMBL1153298,=,=,IC50,nM,820.0,IC50,uM,0.82,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1cccc(Cl)c1,2009
Transactivation of LXRalpha,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1cccc(Cl)c1,CHEMBL1153298,=,=,EC50,nM,2180.0,EC50,uM,2.18,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1cccc(Cl)c1,2009
Binding affinity to LXRalpha,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1ccccc1Cl,CHEMBL1153298,=,=,IC50,nM,540.0,IC50,uM,0.54,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1ccccc1Cl,2009
Transactivation of LXRalpha,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1ccccc1Cl,CHEMBL1153298,=,=,EC50,nM,2080.0,EC50,uM,2.08,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1ccccc1Cl,2009
Binding affinity to LXRalpha,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1ccccc1OC,CHEMBL1153298,=,=,IC50,nM,2250.0,IC50,uM,2.25,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1ccccc1OC,2009
Transactivation of LXRalpha,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1ccccc1OC,CHEMBL1153298,=,=,EC50,nM,2300.0,EC50,uM,2.3,COC(=O)[C@](C)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1ccccc1OC,2009
Binding affinity to LXRalpha,COC(=O)[C@](F)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1cccc(Cl)c1,CHEMBL1153298,=,=,IC50,nM,100.0,IC50,uM,0.1,COC(=O)[C@](F)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1cccc(Cl)c1,2009
Transactivation of LXRalpha,COC(=O)[C@](F)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1cccc(Cl)c1,CHEMBL1153298,=,=,EC50,nM,2170.0,EC50,uM,2.17,COC(=O)[C@](F)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1cccc(Cl)c1,2009
Binding affinity to LXRalpha,COC(=O)[C@](F)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1cccc(F)c1,CHEMBL1153298,=,=,IC50,nM,73.0,IC50,uM,0.073,COC(=O)[C@](F)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1cccc(F)c1,2009
Transactivation of LXRalpha,COC(=O)[C@](F)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1cccc(F)c1,CHEMBL1153298,=,=,EC50,nM,1390.0,EC50,uM,1.39,COC(=O)[C@](F)([C@@H]1CCc2c([nH]c3ccc(Cl)cc23)C1)S(=O)(=O)c1cccc(F)c1,2009
Binding affinity to LXRalpha,COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c1cccc(OC)c1,CHEMBL1153298,=,=,IC50,nM,62.0,IC50,uM,0.062,COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c1cccc(OC)c1,2009
Transactivation of LXRalpha,COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c1cccc(OC)c1,CHEMBL1153298,=,=,EC50,nM,1070.0,EC50,uM,1.07,COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c1cccc(OC)c1,2009
Binding affinity to LXRalpha,COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c1cccc(Cl)c1,CHEMBL1153298,=,=,IC50,nM,1210.0,IC50,uM,1.21,COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c1cccc(Cl)c1,2009
Transactivation of LXRalpha,COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c1cccc(Cl)c1,CHEMBL1153298,=,=,EC50,nM,840.0,EC50,uM,0.84,COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c1cccc(Cl)c1,2009
Binding affinity to LXRalpha,COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c1cccc(F)c1,CHEMBL1153298,=,=,IC50,nM,49.0,IC50,uM,0.049,COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c1cccc(F)c1,2009
Transactivation of LXRalpha,COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c1cccc(F)c1,CHEMBL1153298,=,=,EC50,nM,1350.0,EC50,uM,1.35,COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c1cccc(F)c1,2009
Binding affinity to LXRalpha,COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c1cccc(Br)c1,CHEMBL1153298,=,=,IC50,nM,100.0,IC50,uM,0.1,COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c1cccc(Br)c1,2009
Transactivation of LXRalpha,COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c1cccc(Br)c1,CHEMBL1153298,=,=,EC50,nM,850.0,EC50,uM,0.85,COC(=O)[C@](F)([C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1)S(=O)(=O)c1cccc(Br)c1,2009
